,Go-back N_k,Go-back N_times,Selective repeat_k,Selective repeat_times
0,0.7030026545689224,9.695026596387228,0.6978605619005476,7.081343181927999
1,0.5437591284066043,9.111583987871805,0.6920771412594601,5.550853172938029
2,0.4346301995040828,9.370217990875243,0.6975689177004145,4.585007866223653
3,0.38990596803294114,8.563921546936035,0.697530990505271,3.9406911691029864
4,0.33103350587328423,8.781396094957987,0.6963919474683244,3.411223864555359
5,0.2905594334766892,8.993336168924968,0.6996481283153806,3.029586362838745
6,0.24882829678048146,9.409222626686097,0.6910363287060133,2.822214404741923
7,0.2452295385688032,8.635573792457581,0.6966676853600509,2.503953806559245
8,0.22201248458376957,8.718045552571615,0.7061657184408622,2.226340317726135
